Timestamp_seconds,Accel_X_g,Accel_Y_g,Accel_Z_g
1580421638.3538,-0.983169298847944,0.138918135347524,-0.134035248340581
1580421638.38603,-0.976821545738918,0.137941557946135,-0.121828030823224
1580421638.41826,-0.988052185854887,0.157961394674601,-0.126222629129472
1580421638.45049,-0.993911650263218,0.143801022354467,-0.135011825741969
1580421638.48272,-0.978286411841001,0.161867704280155,-0.118898298619058
1580421638.51495,-0.995376516365301,0.159426260776684,-0.0930189974822611
1580421638.54718,-0.99635309376669,0.134035248340581,-0.113527122911421
1580421638.57941,-0.98951705195697,0.151613641565575,-0.0954604409857325
1580421638.61164,-0.993911650263218,0.151613641565575,-0.100343327992675
1580421638.64387,-0.974868390936141,0.156496528572518,-0.102296482795452
1580421638.67621,-0.983169298847944,0.162844281681544,-0.109620813305867
1580421638.70844,-0.997817959868772,0.181399252307926,-0.0822766460669868
1580421638.74067,-1.00660715648127,0.148683909361409,-0.0881361104753182
1580421638.7729,-0.992446784161135,0.132082093537804,-0.103273060196841
1580421638.80513,-0.987563897154192,0.0959487296864268,-0.0720225833524069
1580421638.83736,-0.991470206759747,0.125246051728084,-0.0944838635843439
1580421638.8696,-0.973891813534753,0.169680323491264,-0.096437018387121
1580421638.90183,-0.973891813534753,0.167238879987792,-0.0876478217746239
1580421638.93406,-0.974380102235447,0.166262302586404,-0.0915541313801782
1580421638.96629,-0.972915236133364,0.142824444953078,-0.115968566414892
1580421638.99852,-0.967544060425727,0.175539787899595,-0.106202792401007
1580421639.03075,-0.97242694743267,0.185305561913481,-0.0764171816586554
1580421639.06298,-0.969985503929198,0.156496528572518,-0.11450370031281
1580421639.09521,-0.976821545738918,0.162355992980849,-0.113038834210727
1580421639.12745,-0.969985503929198,0.196536202029449,-0.0734874494544897
1580421639.15968,-0.988540474555581,0.200930800335698,-0.096437018387121
1580421639.19191,-0.967055771725033,0.161379415579461,-0.110109102006561
1580421639.22414,-0.959731441214618,0.139894712748912,-0.0881361104753182
1580421639.25637,-0.99635309376669,0.120851453421835,-0.0617685206378269
1580421639.2886,-1.02906843671321,0.0871595330739297,0.0324711985961699
1580421639.32083,-1.05983062485695,0.153078507667658,0.12475776302739
1580421639.35307,-1.05348287174792,0.177004654001678,0.177004654001678
1580421639.3853,-1.05592431525139,0.0827649347676811,0.204837109941252
1580421639.41753,-1.0036774242771,0.041260395208667,0.324956130312046
1580421639.44976,-1.17946135652705,0.0324711985961699,0.348393987945371
1580421639.48199,-1.40309758144503,-0.0979018844892039,0.359136339360646
1580421639.51422,-1.16090638590066,-0.129152361333638,-0.0505378805218584
1580421639.54645,-0.99977111467155,-0.0422369726100555,0.123781185626001
1580421639.57869,-1.09938200961318,0.0900892652780954,0.23315785458152
1580421639.61092,-0.812756542305639,0.0368657969024184,0.296635385671777
1580421639.64315,-0.761486228732739,0.0803234912642097,0.245853360799572
1580421639.67538,-0.761486228732739,-0.0178225375753414,0.229739833676661
1580421639.70761,-0.748790722514686,-0.196536202029449,0.419684138246737
1580421639.73984,-0.727306019684137,-0.386480506599527,0.531990539406426
1580421639.77207,-0.655527580682078,-0.433844510566873,0.515877012283514
1580421639.8043,-0.698496986343175,-0.322514686808576,0.583260852979326
1580421639.83654,-0.728282597085526,-0.164797436484321,0.659433890287634
1580421639.86877,-0.702403295948729,-0.0305180437933927,0.762462806134128
1580421639.901,-0.7390249485008,0.00854505226214997,0.814221408407722
1580421639.93323,-0.739513237201495,-0.145754177157244,0.800549324788282
1580421639.96567,-0.7219348439765,-0.363530937666896,0.626718547341117
1580421639.9979,-0.80494392309453,-0.35718318455787,0.443121995880063
1580421640.03013,-1.01002517738613,-0.0476081483176927,0.670664530403602
1580421640.06236,-1.19069199664301,0.192629892423895,0.224856946669718
1580421640.09459,-0.768322270542459,0.198977645532921,-0.219485770962081
1580421640.12682,-0.923598077363241,0.229251544975966,0.2775921263447
1580421640.15905,-1.11549553673609,0.173586633096818,0.158449683375295
1580421640.19129,-0.904554818036164,0.142336156252384,0.199954222934309
1580421640.22352,-0.90064850843061,0.101808194094758,0.136964980544747
1580421640.25575,-0.986587319752804,0.247806515602349,0.0983901731898982
1580421640.28798,-0.898695353627833,0.196047913328755,0.024170290684367
1580421640.32021,-0.937270160982681,0.0891126878767068,0.0734874494544897
1580421640.35244,-0.885511558709087,0.156984817273212,0.070557717250324
1580421640.38468,-0.933363851377127,0.238040741588463,0.0822766460669868
1580421640.41691,-0.952407110704204,0.225345235370412,-0.0437018387121384
1580421640.44914,-1.02223239490349,0.0788586251621268,0.0573739223315783
1580421640.48137,-1.13551537346456,0.0622568093385212,0.131593804837109
1580421640.5136,-1.28786144808118,0.0437018387121384,0.225833524071106
1580421640.54583,-1.2771190966659,0.190188448920424,0.131105516136415
1580421640.57806,-1.38063630121309,0.23657587548638,0.0471198596169984
1580421640.61029,-1.33864347295338,0.236087586785686,0.288334477759975
