Timestamp_seconds,Sample_V
1580423613.17887,-0.00109857328145266
1580423613.17987,-0.00111088222578265
1580423613.18087,-0.00110472775361767
1580423613.18187,-0.00109857328145266
1580423613.18287,-0.00110472775361767
1580423613.18387,-0.00109857328145266
1580423613.18487,-0.00109241880928765
1580423613.18587,-0.00109241880928765
1580423613.18687,-0.00109857328145266
1580423613.18787,-0.00111088222578265
1580423613.18886,-0.00110472775361767
1580423613.18986,-0.00109857328145266
1580423613.19086,-0.00109857328145266
1580423613.19186,-0.00110472775361767
1580423613.19286,-0.00109857328145266
1580423613.19386,-0.00110472775361767
1580423613.19486,-0.00110472775361767
1580423613.19586,-0.00111088222578265
1580423613.19686,-0.00110472775361767
1580423613.19786,-0.00110472775361767
1580423613.19886,-0.00110472775361767
1580423613.19986,-0.00111088222578265
1580423613.20086,-0.00110472775361767
1580423613.20186,-0.00109857328145266
1580423613.20286,-0.00111088222578265
1580423613.20386,-0.00110472775361767
1580423613.20486,-0.00109857328145266
1580423613.20586,-0.00109857328145266
1580423613.20685,-0.00111088222578265
1580423613.20785,-0.00109857328145266
1580423613.20885,-0.00109857328145266
1580423613.20985,-0.00109857328145266
1580423613.21085,-0.00110472775361767
1580423613.21185,-0.00110472775361767
1580423613.21285,-0.00110472775361767
1580423613.21385,-0.00109857328145266
1580423613.21485,-0.00109857328145266
1580423613.21585,-0.00109241880928765
1580423613.21685,-0.00109241880928765
1580423613.21785,-0.00109241880928765
1580423613.21885,-0.00109241880928765
1580423613.21985,-0.00109857328145266
1580423613.22085,-0.00109241880928765
1580423613.22185,-0.00109857328145266
1580423613.22285,-0.00109857328145266
1580423613.22385,-0.00110472775361767
1580423613.22485,-0.00110472775361767
1580423613.22586,-0.00109857328145266
1580423613.22686,-0.00109857328145266
1580423613.22786,-0.00109241880928765
1580423613.22886,-0.00111088222578265
1580423613.22986,-0.00109857328145266
1580423613.23086,-0.00110472775361767
1580423613.23186,-0.00109241880928765
1580423613.23286,-0.00107395539279265
1580423613.23386,-0.00108626433712267
1580423613.23485,-0.00111703669794766
1580423613.23585,-0.00112934564227765
1580423613.23685,-0.00109241880928765
1580423613.23785,-0.00109857328145266
1580423613.23885,-0.00109857328145266
1580423613.23985,-0.00109241880928765
1580423613.24085,-0.00109857328145266
1580423613.24185,-0.00109241880928765
1580423613.24285,-0.00108626433712267
1580423613.24385,-0.00108626433712267
1580423613.24485,-0.00109241880928765
1580423613.24585,-0.00109241880928765
1580423613.24685,-0.00110472775361767
1580423613.24785,-0.00111088222578265
1580423613.24885,-0.00110472775361767
1580423613.24985,-0.00111088222578265
1580423613.25085,-0.00109241880928765
1580423613.25185,-0.00108626433712267
1580423613.25284,-0.00107395539279265
1580423613.25384,-0.00108626433712267
