Timestamp_seconds,Gyro_X_s,Gyro_Y_s,Gyro_Z_s
1580421677.27564,0.152590218966907,1.80056458381023,0.091554131380235
1580421677.27963,-0.0305180437933359,1.73952849622333,0.091554131380235
1580421677.28363,-0.091554131380235,1.49538414587619,0.152590218966907
1580421677.28762,-0.274662394140478,1.49538414587619,0.0305180437933359
1580421677.29161,-0.274662394140478,1.49538414587619,-0.0305180437933359
1580421677.29561,-0.152590218966907,1.49538414587619,-0.152590218966907
1580421677.2996,0.0305180437933359,1.49538414587619,-0.457770656900948
1580421677.30359,0.457770656900948,1.43434805828952,-0.579842832074519
1580421677.30759,0.885023270008332,1.49538414587619,-0.579842832074519
1580421677.31158,1.19020370794237,1.67849240863666,-0.762951094834762
1580421677.31557,1.8616006713969,1.61745632104976,-0.70191500724809
1580421677.31957,2.22781719691761,1.43434805828952,-0.640878919661191
1580421677.32356,2.59403372243833,1.55642023346309,-0.457770656900948
1580421677.32755,2.7161058976119,1.61745632104976,-0.213626306553806
1580421677.33155,2.83817807278547,1.43434805828952,0.0305180437933359
1580421677.33554,2.89921416037237,1.37331197070262,0.274662394140478
1580421677.33953,2.96025024795904,1.49538414587619,0.579842832074519
1580421677.34353,3.20439459830618,1.43434805828952,0.762951094834762
1580421677.34752,3.57061112382689,1.61745632104976,0.885023270008332
1580421677.35151,4.05889982452118,1.61745632104976,0.946059357595232
1580421677.35551,4.66926070038903,1.61745632104976,1.12916762035547
1580421677.35953,5.15754940108332,1.49538414587619,1.12916762035547
1580421677.36352,5.58480201419093,1.31227588311594,1.12916762035547
1580421677.36751,5.88998245212474,1.0681315327688,1.0681315327688
1580421677.37151,6.13412680247188,0.70191500724809,0.946059357595232
1580421677.3755,6.31723506523235,0.335698481727377,1.0681315327688
1580421677.37949,6.25619897764545,0.0305180437933359,1.0681315327688
1580421677.38349,6.31723506523235,-0.091554131380235,0.823987182421661
1580421677.38748,6.13412680247188,-0.274662394140478,1.0070954451819
1580421677.39147,6.01205462729831,-0.335698481727377,0.946059357595232
1580421677.39547,6.01205462729831,-0.457770656900948,1.0070954451819
1580421677.39946,5.76791027695117,-0.396734569314049,1.0681315327688
1580421677.40346,5.46272983901736,-0.274662394140478,1.0070954451819
1580421677.40745,5.27962157625689,-0.213626306553806,1.12916762035547
1580421677.41144,5.21858548867021,-0.213626306553806,1.0681315327688
1580421677.41544,5.09651331349664,-0.274662394140478,1.0681315327688
1580421677.41943,5.09651331349664,-0.457770656900948,1.25123979552905
1580421677.42342,5.34065766384379,-0.762951094834762,1.31227588311594
1580421677.42742,5.46272983901736,-0.885023270008332,1.31227588311594
1580421677.43141,5.27962157625689,-1.0681315327688,1.37331197070262
1580421677.4354,5.09651331349664,-1.31227588311594,1.25123979552905
1580421677.43939,4.60822461280236,-1.31227588311594,1.12916762035547
1580421677.44338,3.99786373693451,-1.25123979552905,1.19020370794237
1580421677.44738,3.63164721141379,-1.25123979552905,1.0681315327688
1580421677.45137,3.20439459830618,-1.19020370794237,0.823987182421661
1580421677.45537,2.7161058976119,-1.0070954451819,0.762951094834762
1580421677.45936,2.22781719691761,-1.0681315327688,0.70191500724809
1580421677.46335,1.8616006713969,-1.12916762035547,0.70191500724809
1580421677.46735,1.49538414587619,-1.25123979552905,0.70191500724809
1580421677.47134,1.19020370794237,-1.31227588311594,0.823987182421661
1580421677.47533,0.823987182421661,-1.37331197070262,0.885023270008332
1580421677.47933,0.640878919661191,-1.55642023346309,0.762951094834762
1580421677.48332,0.579842832074519,-1.55642023346309,0.885023270008332
1580421677.48731,0.335698481727377,-1.73952849622333,0.762951094834762
1580421677.49131,0.274662394140478,-1.67849240863666,0.762951094834762
1580421677.4953,0.335698481727377,-1.61745632104976,0.762951094834762
1580421677.49929,0.51880674448762,-1.80056458381023,0.823987182421661
1580421677.50329,0.762951094834762,-1.8616006713969,0.823987182421661
1580421677.50728,0.885023270008332,-1.9226367589838,0.70191500724809
1580421677.51127,0.70191500724809,-1.73952849622333,0.70191500724809
1580421677.51527,0.762951094834762,-1.61745632104976,0.579842832074519
1580421677.51926,0.823987182421661,-1.31227588311594,0.51880674448762
1580421677.52325,1.0681315327688,-1.19020370794237,0.457770656900948
1580421677.52724,1.25123979552905,-1.0070954451819,0.51880674448762
1580421677.53124,1.31227588311594,-0.823987182421661,0.51880674448762
1580421677.53523,1.37331197070262,-0.70191500724809,0.579842832074519
1580421677.53922,1.43434805828952,-0.640878919661191,0.70191500724809
1580421677.54322,1.61745632104976,-0.70191500724809,0.70191500724809
1580421677.54721,1.31227588311594,-0.70191500724809,0.762951094834762
1580421677.5512,1.31227588311594,-0.640878919661191,0.762951094834762
1580421677.5552,1.25123979552905,-0.640878919661191,0.885023270008332
1580421677.55919,1.25123979552905,-0.457770656900948,0.823987182421661
1580421677.56318,1.0681315327688,-0.396734569314049,0.823987182421661
1580421677.56718,0.946059357595232,-0.213626306553806,0.823987182421661
1580421677.57117,0.885023270008332,-0.091554131380235,0.885023270008332
1580421677.57517,0.946059357595232,-0.091554131380235,0.946059357595232
1580421677.57916,0.946059357595232,-0.091554131380235,0.885023270008332
1580421677.58315,0.885023270008332,0.091554131380235,0.946059357595232
1580421677.58715,1.0681315327688,-0.0305180437933359,0.823987182421661
1580421677.59114,1.0681315327688,0.091554131380235,0.70191500724809
1580421677.59513,1.0070954451819,0.0305180437933359,0.579842832074519
1580421677.59915,1.0681315327688,0.0305180437933359,0.640878919661191
1580421677.60314,1.0681315327688,0.0305180437933359,0.579842832074519
1580421677.60714,1.0070954451819,-0.0305180437933359,0.70191500724809
1580421677.61113,0.946059357595232,0.0305180437933359,0.640878919661191
1580421677.61512,0.640878919661191,0.091554131380235,0.640878919661191
1580421677.61912,0.579842832074519,0.091554131380235,0.579842832074519
1580421677.62311,0.457770656900948,0.213626306553806,0.640878919661191
1580421677.62711,0.457770656900948,0.213626306553806,0.70191500724809
1580421677.6311,0.213626306553806,0.274662394140478,0.640878919661191
1580421677.63509,0.213626306553806,0.335698481727377,0.579842832074519
1580421677.63909,0.091554131380235,0.335698481727377,0.51880674448762
1580421677.64308,-0.0305180437933359,0.213626306553806,0.335698481727377
1580421677.64707,-0.091554131380235,0.335698481727377,0.396734569314049
1580421677.65107,-0.335698481727377,0.274662394140478,0.213626306553806
1580421677.65506,-0.457770656900948,0.396734569314049,0.213626306553806
1580421677.65905,-0.762951094834762,0.335698481727377,0.335698481727377
1580421677.66305,-0.885023270008332,0.396734569314049,0.213626306553806
1580421677.66704,-0.823987182421661,0.335698481727377,0.091554131380235
1580421677.67103,-1.0681315327688,0.396734569314049,0.213626306553806
1580421677.67503,-1.0681315327688,0.457770656900948,0.335698481727377
1580421677.67902,-1.19020370794237,0.457770656900948,0.213626306553806
1580421677.68301,-1.31227588311594,0.335698481727377,0.152590218966907
1580421677.687,-1.37331197070262,0.335698481727377,0.0305180437933359
1580421677.691,-1.55642023346309,0.335698481727377,-0.091554131380235
1580421677.69499,-1.61745632104976,0.457770656900948,-0.213626306553806
1580421677.69898,-1.67849240863666,0.579842832074519,-0.335698481727377
1580421677.70298,-1.55642023346309,0.823987182421661,-0.335698481727377
1580421677.70697,-1.55642023346309,0.885023270008332,-0.213626306553806
1580421677.71096,-1.43434805828952,0.885023270008332,-0.213626306553806
1580421677.71496,-1.67849240863666,0.946059357595232,-0.274662394140478
1580421677.71895,-1.49538414587619,1.0070954451819,-0.213626306553806
1580421677.72294,-1.49538414587619,1.0681315327688,-0.091554131380235
1580421677.72694,-1.37331197070262,1.31227588311594,-0.0305180437933359
1580421677.73093,-1.49538414587619,1.31227588311594,0.0305180437933359
1580421677.73493,-1.43434805828952,1.49538414587619,0.0305180437933359
1580421677.73892,-1.55642023346309,1.80056458381023,0.213626306553806
1580421677.74291,-1.55642023346309,1.9226367589838,0.091554131380235
1580421677.7469,-1.55642023346309,1.98367284657047,0.213626306553806
1580421677.7509,-1.61745632104976,2.04470893415737,0.213626306553806
1580421677.75489,-1.55642023346309,2.16678110933094,0.152590218966907
1580421677.75888,-1.55642023346309,2.04470893415737,0.152590218966907
1580421677.76287,-1.61745632104976,1.9226367589838,0.0305180437933359
1580421677.76687,-1.73952849622333,1.80056458381023,-0.0305180437933359
1580421677.77086,-1.9226367589838,1.67849240863666,0.091554131380235
1580421677.77485,-2.04470893415737,1.49538414587619,0.152590218966907
1580421677.77885,-1.9226367589838,1.43434805828952,0.091554131380235
1580421677.78284,-1.9226367589838,1.25123979552905,0.0305180437933359
1580421677.78683,-1.8616006713969,1.19020370794237,0.0305180437933359
1580421677.79083,-1.98367284657047,1.19020370794237,0.091554131380235
1580421677.79482,-1.80056458381023,1.31227588311594,0.152590218966907
1580421677.79882,-1.49538414587619,1.31227588311594,0.152590218966907
1580421677.80281,-1.37331197070262,1.12916762035547,0.091554131380235
1580421677.8068,-1.12916762035547,1.0070954451819,0.091554131380235
1580421677.8108,-0.885023270008332,0.885023270008332,0.091554131380235
1580421677.81479,-0.823987182421661,0.640878919661191,0.091554131380235
1580421677.81878,-0.457770656900948,0.457770656900948,0.0305180437933359
1580421677.82278,-0.274662394140478,0.335698481727377,0.0305180437933359
1580421677.82677,-0.0305180437933359,0.274662394140478,0.0305180437933359
