Timestamp_seconds,Accel_X_g,Accel_Y_g,Accel_Z_g
1580421072.38032,-0.973891813534753,-0.0617685206378269,-0.216067750057221
1580421072.38432,-0.971938658731975,-0.0617685206378269,-0.217532616159303
1580421072.38831,-0.973891813534753,-0.0622568093385212,-0.216556038757915
1580421072.3923,-0.975356679636835,-0.063721675440604,-0.219974059662775
1580421072.3963,-0.972915236133364,-0.0578622110322726,-0.219974059662775
1580421072.40029,-0.976333257038224,-0.0607919432364383,-0.223880369268329
1580421072.40428,-0.977309834439613,-0.060303654535744,-0.218997482261386
1580421072.40828,-0.974380102235447,-0.0622568093385212,-0.220462348363469
1580421072.41227,-0.973403524834058,-0.0588387884336612,-0.218509193560692
1580421072.41627,-0.977309834439613,-0.0583504997329669,-0.225345235370412
1580421072.42026,-0.976333257038224,-0.0563973449301898,-0.220950637064163
1580421072.42425,-0.978286411841001,-0.0583504997329669,-0.221927214465552
1580421072.42825,-0.977798123140307,-0.0573739223315783,-0.225345235370412
1580421072.43224,-0.977309834439613,-0.0563973449301898,-0.223392080567635
1580421072.43624,-0.978286411841001,-0.0544441901274126,-0.224856946669718
1580421072.44025,-0.977798123140307,-0.0578622110322726,-0.226321812771801
1580421072.44424,-0.977798123140307,-0.0598153658350498,-0.224856946669718
1580421072.44823,-0.976821545738918,-0.0593270771343555,-0.221927214465552
1580421072.45223,-0.977798123140307,-0.0583504997329669,-0.219974059662775
1580421072.45622,-0.978286411841001,-0.0568856336308841,-0.218997482261386
1580421072.46022,-0.978286411841001,-0.0583504997329669,-0.218997482261386
1580421072.46421,-0.97926298924239,-0.0554207675288012,-0.218020904859998
1580421072.4682,-0.981704432745861,-0.0544441901274126,-0.214602883955138
1580421072.4722,-0.979751277943084,-0.0534676127260241,-0.219485770962081
1580421072.47619,-0.978774700541695,-0.0534676127260241,-0.213626306553749
1580421072.48019,-0.981704432745861,-0.0544441901274126,-0.212649729152361
1580421072.48418,-0.978774700541695,-0.0534676127260241,-0.211673151750972
1580421072.48817,-0.978774700541695,-0.0554207675288012,-0.215579461356526
1580421072.49217,-0.98268101014725,-0.0539559014267184,-0.214602883955138
1580421072.49616,-0.978774700541695,-0.0563973449301898,-0.213626306553749
1580421072.50016,-0.980239566643778,-0.0563973449301898,-0.215579461356526
1580421072.50415,-0.980239566643778,-0.0568856336308841,-0.219485770962081
1580421072.50814,-0.978774700541695,-0.0583504997329669,-0.222415503166246
1580421072.51214,-0.980239566643778,-0.0598153658350498,-0.217044327458609
1580421072.51613,-0.980239566643778,-0.0588387884336612,-0.217532616159303
1580421072.52011,-0.97584496833753,-0.060303654535744,-0.218997482261386
1580421072.5241,-0.979751277943084,-0.0593270771343555,-0.220950637064163
1580421072.5281,-0.983169298847944,-0.063721675440604,-0.219485770962081
1580421072.53209,-0.981216144045167,-0.0554207675288012,-0.226321812771801
1580421072.53609,-0.983169298847944,-0.0578622110322726,-0.222415503166246
1580421072.54008,-0.980239566643778,-0.0573739223315783,-0.219974059662775
1580421072.54408,-0.983657587548638,-0.0573739223315783,-0.220462348363469
