Timestamp_seconds,Gyro_X_s,Gyro_Y_s,Gyro_Z_s
1580423750.4203,3.87579156176093,-0.396734569314049,1.61745632104976
1580423750.4243,3.93682764934761,-0.274662394140478,1.61745632104976
1580423750.42828,4.11993591210808,-0.274662394140478,1.61745632104976
1580423750.43228,4.36408026245522,-0.335698481727377,1.61745632104976
1580423750.43627,4.42511635004189,-0.457770656900948,1.49538414587619
1580423750.44026,4.54718852521546,-0.51880674448762,1.55642023346309
1580423750.44426,4.36408026245522,-0.70191500724809,1.55642023346309
1580423750.44825,4.24200808728165,-0.762951094834762,1.55642023346309
1580423750.45224,4.11993591210808,-0.823987182421661,1.55642023346309
1580423750.45624,4.05889982452118,-0.70191500724809,1.55642023346309
1580423750.46023,3.87579156176093,-0.70191500724809,1.61745632104976
1580423750.46422,3.75371938658736,-0.823987182421661,1.61745632104976
1580423750.46822,3.69268329900046,-0.762951094834762,1.55642023346309
1580423750.47221,3.63164721141379,-0.70191500724809,1.73952849622333
1580423750.4762,3.50957503624022,-0.885023270008332,1.61745632104976
1580423750.4802,3.57061112382689,-1.0070954451819,1.61745632104976
1580423750.48419,3.57061112382689,-1.0681315327688,1.61745632104976
1580423750.48819,3.81475547417404,-1.0681315327688,1.55642023346309
1580423750.49218,4.05889982452118,-1.0681315327688,1.61745632104976
1580423750.49617,4.18097199969475,-1.0070954451819,1.49538414587619
1580423750.50017,4.30304417486832,-0.946059357595232,1.49538414587619
1580423750.50416,4.30304417486832,-0.885023270008332,1.55642023346309
1580423750.50818,4.30304417486832,-0.823987182421661,1.67849240863666
1580423750.51217,4.18097199969475,-0.640878919661191,1.67849240863666
1580423750.51617,3.99786373693451,-0.396734569314049,1.73952849622333
1580423750.52016,3.75371938658736,-0.274662394140478,1.55642023346309
1580423750.52415,3.57061112382689,-0.091554131380235,1.49538414587619
1580423750.52815,3.38750286106665,-0.0305180437933359,1.37331197070262
1580423750.53214,3.38750286106665,0.152590218966907,1.31227588311594
1580423750.53613,3.44853894865332,0.274662394140478,1.19020370794237
1580423750.54013,3.63164721141379,0.152590218966907,1.12916762035547
1580423750.54412,3.75371938658736,0.213626306553806,1.0070954451819
1580423750.54811,4.05889982452118,0.152590218966907,0.885023270008332
1580423750.55211,4.42511635004189,0.0305180437933359,0.885023270008332
1580423750.5561,4.60822461280236,-0.091554131380235,0.946059357595232
1580423750.56009,4.91340505073617,-0.091554131380235,0.946059357595232
1580423750.56409,5.03547722590974,-0.152590218966907,0.946059357595232
1580423750.56808,4.91340505073617,-0.457770656900948,1.0070954451819
1580423750.57207,4.54718852521546,-0.51880674448762,0.946059357595232
1580423750.57607,4.36408026245522,-0.640878919661191,0.885023270008332
1580423750.58006,3.99786373693451,-0.70191500724809,0.946059357595232
1580423750.58405,3.57061112382689,-0.70191500724809,1.0681315327688
1580423750.58804,3.32646677347975,-0.762951094834762,1.0070954451819
1580423750.59204,2.96025024795904,-0.823987182421661,0.946059357595232
1580423750.59603,2.7161058976119,-0.70191500724809,1.12916762035547
1580423750.60002,2.41092545967808,-0.579842832074519,1.12916762035547
1580423750.60402,2.28885328450451,-0.51880674448762,1.0681315327688
1580423750.60801,2.10574502174404,-0.396734569314049,1.0070954451819
1580423750.612,1.98367284657047,-0.335698481727377,1.0681315327688
1580423750.616,1.73952849622333,-0.152590218966907,1.12916762035547
1580423750.61999,1.73952849622333,-0.091554131380235,1.19020370794237
1580423750.62398,1.55642023346309,-0.091554131380235,1.19020370794237
1580423750.62798,1.55642023346309,0.0305180437933359,1.12916762035547
1580423750.63197,1.49538414587619,0.213626306553806,1.12916762035547
1580423750.63596,1.25123979552905,0.274662394140478,1.19020370794237
1580423750.63996,1.25123979552905,0.457770656900948,1.25123979552905
1580423750.64395,1.0070954451819,0.51880674448762,1.25123979552905
1580423750.64795,1.0681315327688,0.51880674448762,1.31227588311594
1580423750.65194,0.823987182421661,0.396734569314049,1.37331197070262
1580423750.65593,0.640878919661191,0.396734569314049,1.37331197070262
1580423750.65993,0.579842832074519,0.152590218966907,1.25123979552905
1580423750.66392,0.396734569314049,0.152590218966907,1.25123979552905
1580423750.66791,0.335698481727377,0.0305180437933359,1.25123979552905
1580423750.6719,0.51880674448762,-0.152590218966907,1.19020370794237
1580423750.67589,0.640878919661191,-0.213626306553806,1.19020370794237
1580423750.67989,0.640878919661191,-0.152590218966907,1.0681315327688
1580423750.68388,0.70191500724809,-0.152590218966907,1.0070954451819
