Timestamp_seconds,Sample_V
1580421656.91691,0.00127705297423769
1580421656.91791,0.00127089850207268
1580421656.91891,0.00127089850207268
1580421656.91991,0.00127705297423769
1580421656.92091,0.00130167086289767
1580421656.92191,0.00132013427939268
1580421656.92291,0.00128936191856768
1580421656.92391,0.00124628061341267
1580421656.92491,0.00126474402990767
1580421656.92591,0.00127089850207268
1580421656.92691,0.00125858955774269
1580421656.92791,0.00125858955774269
1580421656.92892,0.00126474402990767
1580421656.92991,0.00127089850207268
1580421656.93091,0.00128320744640267
1580421656.93192,0.00129551639073269
1580421656.93292,0.00127705297423769
1580421656.93392,0.00125243508557768
1580421656.93492,0.00120935378042267
1580421656.93592,0.00120319930825766
1580421656.93692,0.00124012614124769
1580421656.93792,0.00130167086289767
1580421656.93892,0.00132013427939268
1580421656.93992,0.00132013427939268
1580421656.94092,0.00131397980722769
1580421656.94192,0.00131397980722769
1580421656.94292,0.00130167086289767
1580421656.94392,0.00129551639073269
1580421656.94492,0.00128936191856768
1580421656.94592,0.00128936191856768
1580421656.94692,0.00129551639073269
1580421656.94792,0.00128936191856768
1580421656.94892,0.00128320744640267
1580421656.94992,0.00127089850207268
1580421656.95092,0.00127705297423769
1580421656.95192,0.00127705297423769
1580421656.95292,0.00127705297423769
1580421656.95392,0.00127705297423769
1580421656.95492,0.00128320744640267
1580421656.95593,0.00126474402990767
1580421656.95693,0.00126474402990767
1580421656.95793,0.00126474402990767
1580421656.95893,0.00126474402990767
1580421656.95993,0.00126474402990767
1580421656.96093,0.00125243508557768
1580421656.96193,0.00127089850207268
1580421656.96293,0.00128320744640267
1580421656.96393,0.00127089850207268
1580421656.96493,0.00127705297423769
1580421656.96593,0.00127705297423769
1580421656.96693,0.00128320744640267
1580421656.96793,0.00130167086289767
1580421656.96893,0.00132013427939268
1580421656.96993,0.00131397980722769
1580421656.97093,0.00130782533506268
1580421656.97193,0.00128936191856768
1580421656.97293,0.00127705297423769
1580421656.97393,0.00129551639073269
1580421656.97493,0.00131397980722769
1580421656.97593,0.00130782533506268
1580421656.97693,0.00129551639073269
1580421656.97793,0.00127705297423769
1580421656.97894,0.00125858955774269
1580421656.97993,0.00129551639073269
1580421656.98096,0.00130782533506268
1580421656.98196,0.00127705297423769
1580421656.98296,0.00126474402990767
1580421656.98396,0.00126474402990767
1580421656.98496,0.00129551639073269
1580421656.98596,0.00131397980722769
1580421656.98696,0.00128936191856768
1580421656.98796,0.00125858955774269
1580421656.98896,0.00127089850207268
1580421656.98996,0.00128936191856768
1580421656.99096,0.00128320744640267
1580421656.99196,0.00127705297423769
1580421656.99296,0.00128936191856768
1580421656.99396,0.00129551639073269
1580421656.99496,0.00129551639073269
1580421656.99596,0.00130167086289767
1580421656.99696,0.00128936191856768
1580421656.99796,0.00128320744640267
1580421656.99896,0.00128936191856768
1580421656.99996,0.00130167086289767
1580421657.00096,0.00128936191856768
1580421657.00197,0.00127705297423769
1580421657.00297,0.00129551639073269
1580421657.00397,0.00128936191856768
1580421657.00497,0.00128936191856768
1580421657.00597,0.00127705297423769
1580421657.00697,0.00128936191856768
1580421657.00797,0.00128936191856768
1580421657.00897,0.00129551639073269
1580421657.00997,0.00128936191856768
1580421657.01097,0.00129551639073269
1580421657.01197,0.00130167086289767
1580421657.01297,0.00130167086289767
1580421657.01397,0.00128936191856768
1580421657.01497,0.00128936191856768
1580421657.01597,0.00130167086289767
1580421657.01697,0.00131397980722769
1580421657.01797,0.00132628875155769
1580421657.01897,0.00132628875155769
1580421657.01997,0.00131397980722769
1580421657.02097,0.00132013427939268
1580421657.02197,0.00129551639073269
1580421657.02297,0.00127089850207268
1580421657.02397,0.00122166272475266
1580421657.02497,0.00116627247526765
1580421657.02597,0.00117242694743266
1580421657.02697,0.00121550825258768
1580421657.02798,0.00127705297423769
1580421657.02898,0.00132628875155769
1580421657.02998,0.00132628875155769
1580421657.03098,0.00131397980722769
1580421657.03198,0.00131397980722769
1580421657.03298,0.00130782533506268
1580421657.03398,0.00129551639073269
1580421657.03498,0.00130782533506268
1580421657.03598,0.00130782533506268
1580421657.03698,0.00130167086289767
1580421657.03798,0.00128320744640267
1580421657.03898,0.00128936191856768
1580421657.03998,0.00129551639073269
1580421657.04098,0.00127705297423769
1580421657.04198,0.00125858955774269
1580421657.04298,0.00125243508557768
1580421657.04398,0.00128320744640267
1580421657.04498,0.00130782533506268
1580421657.04598,0.00130167086289767
1580421657.04698,0.00128936191856768
1580421657.04798,0.00128320744640267
1580421657.04898,0.00128936191856768
1580421657.04998,0.00125858955774269
1580421657.05098,0.00124012614124769
1580421657.05199,0.00126474402990767
1580421657.05299,0.00129551639073269
1580421657.05399,0.00130782533506268
1580421657.05499,0.00130167086289767
1580421657.05599,0.00130167086289767
1580421657.05699,0.00131397980722769
1580421657.05799,0.00130782533506268
1580421657.05899,0.00130167086289767
1580421657.05999,0.00129551639073269
1580421657.06099,0.00131397980722769
1580421657.06199,0.00130167086289767
1580421657.06299,0.00128936191856768
1580421657.06399,0.00128936191856768
1580421657.06499,0.00130782533506268
1580421657.06599,0.00130167086289767
1580421657.06699,0.00128936191856768
1580421657.06799,0.00128320744640267
1580421657.06899,0.00129551639073269
1580421657.06999,0.00130167086289767
1580421657.07099,0.00129551639073269
1580421657.07199,0.00128936191856768
1580421657.07299,0.00128936191856768
1580421657.07399,0.00130782533506268
1580421657.075,0.00130167086289767
1580421657.07599,0.00130167086289767
1580421657.07699,0.00130167086289767
1580421657.078,0.00129551639073269
1580421657.079,0.00128320744640267
1580421657.08,0.00127705297423769
1580421657.081,0.00127705297423769
1580421657.082,0.00128320744640267
